"section","Frequency rank","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss ES","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_ES","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula ES","meaning fixed","Qal=1 ES","Nifal=2 ES","Piel=3 ES","Pual=4 ES","Hitpael=5 ES","Hifil=6 ES","Hofal=7 ES","Hishtafal=8 ES","Passive qal=9 ES","Etpaal=1 ES","Nitpael=11 ES","Hotpaal=12 ES","Tifal=13 ES","Hitpoal=14 ES","Poal=15 ES","Poel=16 ES"
,1255,25,3367,"JCR[","ישׁר ","i-yod",,,,"i-yod, , , ","i-yod","verb","hif piel pual qal","be straight, smooth, right",,,"Mitchel_Sec5.L (28-27)",,"qal: ser recto, ser suave, ser correcto; pi: enderezar, suavizar; ir derecho; directo; pu: ser plateado; hif: suavizar, dejar mirar derecho;","qal: ser recto, ser suave, ser correcto; pi: enderezar, suavizar; ir derecho; directo; pu: ser plateado; hi: suavizar, dejar mirar derecho;","qal: ser recto, ser suave, ser correcto; qal pass: ; ni: ; pi: enderezar, suavizar; ir derecho; directo; pu: ser plateado; hit: ; hi: suavizar, dejar mirar derecho; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","ser recto, ser suave, ser correcto",,"enderezar, suavizar; ir derecho; directo","ser plateado",,"suavizar, dejar mirar derecho",,,,,,,,,,
,1256,25,3583,"K<S/","כַּעַס ",,,,,", , , ",,"subs",,"vexation, grief",,,"Mitchel_Sec5.M (26-25)",,"irritación, ira, frustración","irritación, ira, frustración",,"done",,,,,,,,,,,,,,,,
,1257,25,3657,"KCJ/","כֻּשִׁי ",,,,,", , , ",,"adjv",,"Cushite",,,"Mitchel_Sec4.J (54-53)",,"Cusita","Cusita",,"done",,,,,,,,,,,,,,,,
,1258,25,3449,"KWC/","כּוּשׁ I",,,,,", , , ",,"nmpr",,"Cush",,,"Mitchel_Sec4.J (54-53)",,"Cus","Cus",,"done",,,,,,,,,,,,,,,,
,1259,25,4796,"MCLM/","מְשֻׁלָּם ",,,,,", , , ",,"nmpr",,"Meshullam",,,"Mitchel_Sec5.M (26-25)",,"Mesulam","Mesulam",,"done",,,,,,,,,,,,,,,,
,1260,25,4213,"MKWNH/","מְכֹונָה ",,,,,", , , ",,"subs",,"fixed place, base",,,"Mitchel_Sec5.M (26-25)",,"lugar, morada; apoyo, base","lugar, morada; apoyo, base",,"done",,,,,,,,,,,,,,,,
,1261,25,4651,"MRD[","מרד ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","qal","rebel, revolt",,,"Mitchel_Sec5.M (26-25)",,"qal: rebelarse, sublevarse;","qal: rebelarse, sublevarse;","qal: rebelarse, sublevarse; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","rebelarse, sublevarse",,,,,,,,,,,,,,,
,1262,25,4402,"MSK/","מָסָךְ I",,,,,", , , ",,"subs",,"covering, screen",,,"Mitchel_Sec5.M (26-25)",,"cubierta, cortina","cubierta, cortina",,"done",,,,,,,,,,,,,,,,
,1263,25,4405,"MSKH/","מַסֵּכָה I",,,,,", , , ",,"subs",,"molten metal, molten image",,,"Mitchel_Sec5.M (26-25)",,"imagen hecha, imagen fundida;  ofrenda líquida","imagen hecha, imagen fundida;  ofrenda líquida",,"done",,,,,,,,,,,,,,,,
,1264,25,4906,"NBV/","נְבָט ",,,,,", , , ",,"nmpr",,"Nebat",,,"Mitchel_Sec5.M (26-25)",,"Nabat","Nabat",,"done",,,,,,,,,,,,,,,,
,1265,25,5254,"NCMH/","נְשָׁמָה ",,,,,", , , ",,"subs",,"breath",,,"Mitchel_Sec5.M (26-25)",,"soplo, sopladura; aliento","soplo, sopladura; aliento",,"done",,,,,,,,,,,,,,,,
,1266,25,5102,"NKX=/","נֹכַח II",,,,,", , , ",,"subs",,"front",,,"Mitchel_Sec5.M (26-25)",,"frente, lo que está enfrente (sust.); en frente de, opuesto (prep.)","frente, lo que está enfrente (sust.); en frente de, opuesto (prep.)",,"done",,,,,,,,,,,,,,,,
,1267,25,5129,"NSK[","נסך I","i-nun",,,,"i-nun, , , ","i-nun","verb","hif hof nif piel qal","pour out, cast",,,"Mitchel_Sec5.N (24)",,"qal: derramar, echar; ni: ser derramado; pi: derramar; hif: derramar; hof: ser derramado;","qal: derramar, echar; ni: ser derramado; pi: derramar; hi: derramar; ho: ser derramado;","qal: derramar, echar; qal pass: ; ni: ser derramado; pi: derramar; pu: ; hit: ; hi: derramar; ho: ser derramado; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","derramar, echar","ser derramado","derramar",,,"derramar","ser derramado",,,,,,,,,
,1268,25,4982,"NWD[","נוד ","i-nun","ii-waw",,,"i-nun, ii-waw, , ","i-nun, ii-waw","verb","hif hit qal","move to and fro, wander, waver",,,"Mitchel_Sec5.L (28-27)",,"qal: mover de aquí para allá, deambular, vacilar; hit: sacurdirse, sacudirse de aquí para allá; hif: causar deambular, hace desamparados; sacudir (la cabeza);","qal: mover de aquí para allá, deambular, vacilar; hit: sacurdirse, sacudirse de aquí para allá; hi: causar deambular, hace desamparados; sacudir (la cabeza);","qal: mover de aquí para allá, deambular, vacilar; qal pass: ; ni: ; pi: ; pu: ; hit: sacurdirse, sacudirse de aquí para allá; hi: causar deambular, hace desamparados; sacudir (la cabeza); ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","mover de aquí para allá, deambular, vacilar",,,,"sacurdirse, sacudirse de aquí para allá","causar deambular, hace desamparados; sacudir (la cabeza)",,,,,,,,,,
,1269,25,5012,"NZR/","נֵזֶר ",,,,,", , , ",,"subs",,"consecration; diadem",,,"Mitchel_Sec5.M (26-25)",,"consagración; diadema","consagración; diadema",,"done",,,,,,,,,,,,,,,,
,1270,25,6255,"PJNXS/","פִּינְחָס ",,,,,", , , ",,"nmpr",,"Phinehas",,,"Mitchel_Sec5.M (26-25)",,"Finees","Finees",,"done",,,,,,,,,,,,,,,,
,1271,25,6416,"PRKT/","פָּרֹכֶת ",,,,,", , , ",,"subs",,"curtain",,,"Mitchel_Sec5.M (26-25)",,"cortina","cortina",,"done",,,,,,,,,,,,,,,,
,1272,25,6471,"PT>M","פִּתְאֹם ",,,,,", , , ",,"advb",,"suddenly",,,"Mitchel_Sec5.M (26-25)",,"repentinamente","repentinamente",,"done",,,,,,,,,,,,,,,,
,1273,25,6228,"PX=/","פַּח II",,,,,", , , ",,"subs",,"bird-trap",,,"Mitchel_Sec5.M (26-25)",,"trampa para pájaro, lazo, trampa","trampa para pájaro, lazo, trampa",,"done",,,,,,,,,,,,,,,,
,1274,25,6231,"PXD[","פחד ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","hif piel qal","tremble",,,"Mitchel_Sec5.M (26-25)",,"qal: temblar; pi: tener miedo; hif: causar temblar;","qal: temblar; pi: tener miedo; hi: causar temblar;","qal: temblar; qal pass: ; ni: ; pi: tener miedo; pu: ; hit: ; hi: causar temblar; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","temblar",,"tener miedo",,,"causar temblar",,,,,,,,,,
,1275,25,7171,"RDH[","רדה I","i-guttural",,"iii-hey",,"i-guttural, , iii-hey, ","i-guttural, iii-hey","verb","hif qal","tread; rule",,,"Mitchel_Sec5.M (26-25)",,"qal: pisotear, gobernar; pi: marchar; hif: causar pisotear;","qal: pisotear, gobernar; pi: marchar; hi: causar pisotear;","qal: pisotear, gobernar; qal pass: ; ni: ; pi: marchar; pu: ; hit: ; hi: causar pisotear; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","pisotear, gobernar",,"marchar",,,"causar pisotear",,,,,,,,,,
,1276,25,7219,"RXB[","רחב ","i-guttural","ii-guttural",,,"i-guttural, ii-guttural, , ","i-guttural, ii-guttural","verb","hif nif qal","be, become wide",,,"Mitchel_Sec5.M (26-25)",,"hif: abrir de par en par, ampliar; qal: ser, volverse ancho; ni: ser ancho, espacioso;","hi: abrir de par en par, ampliar; qal: ser, volverse ancho; ni: ser ancho, espacioso;","hi: abrir de par en par, ampliar; qal: ser, volverse ancho; qal pass: ; ni: ser ancho, espacioso; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","H=6","ser, volverse ancho","ser ancho, espacioso",,,,"abrir de par en par, ampliar",,,,,,,,,,
,1277,25,5452,"SP=/","סַף II",,,,,", , , ",,"subs",,"threshold",,,"Mitchel_Sec5.M (26-25)",,"umbral","umbral",,"done",,,,,,,,,,,,,,,,
,1278,25,5324,"SWG[","סוג I",,"ii-waw",,,", ii-waw, , ","ii-waw","verb","hif hof nif qal","backslide",,,"Mitchel_Sec5.M (26-25)",,"ni: volver, retirar; qal: desviarse, ser desleal;","ni: volver, retirar; qal: desviarse, ser desleal; hi: desplazar; ho: ser regresado;","ni: volver, retirar; qal: desviarse, ser desleal; qal pass: ; pi: ; pu: ; hit: ; hi: desplazar; ho: ser regresado; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","N=2","desviarse, ser desleal","volver, retirar",,,,"desplazar","ser regresado",,,,,,,,,
,1279,25,8325,"TXNH/","תְּחִנָּה I",,,,,", , , ",,"subs",,"entreaty; mercy",,,"Mitchel_Sec5.M (26-25)",,"súplica (por misericordia); perdón, misericordia","súplica (por misericordia); perdón, misericordia",,"done",,,,,,,,,,,,,,,,
,1280,25,2868,"VRP[","טרף ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","hif nif pual qal","tear, tear apart",,,"Mitchel_Sec5.M (26-25)",,"qal: arrancar en pedazos; ni: estar desgarrado; pu: estar desgarrado; hif: dejar devorar;","qal: arrancar en pedazos; ni: estar desgarrado; pu: estar desgarrado; hi: dejar devorar;","qal: arrancar en pedazos; qal pass: ; ni: estar desgarrado; pi: ; pu: estar desgarrado; hit: ; hi: dejar devorar; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","arrancar en pedazos","estar desgarrado",,"estar desgarrado",,"dejar devorar",,,,,,,,,,
,1281,25,2740,"XCN/","חֹשֶׁן ",,,,,", , , ",,"subs",,"breast-piece",,,"Mitchel_Sec5.M (26-25)",,"pectoral (del sumo sacerdote)","pectoral (del sumo sacerdote)",,"done",,,,,,,,,,,,,,,,
,1282,25,2331,"XJYWN/","חִיצֹון ",,,,,", , , ",,"adjv",,"outer, external",,,"Mitchel_Sec5.M (26-25)",,"exterior, externo","exterior, externo",,"done",,,,,,,,,,,,,,,,
,1283,25,2504,"XNNJH/","חֲנַנְיָה ",,,,,", , , ",,"nmpr",,"Hananiah",,,"Mitchel_Sec5.M (26-25)",,"Hananías","Hananías",,"done",,,,,,,,,,,,,,,,
,1284,25,2236,"XWJ/","חִוִּי ",,,,,", , , ",,"adjv",,"Hivite",,,"Mitchel_Sec5.M (26-25)",,"Heveo","Heveo",,"done",,,,,,,,,,,,,,,,
,1285,25,2570,"XYB[","חצב ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif nif pual qal","hew, hew out",,,"Mitchel_Sec5.M (26-25)",,"qal: excabar, labrar, (separar), revolver; ni: ser labrado; pu: ser cortado; hif: cortado en pedazos;","qal: excabar, labrar, (separar), revolver; ni: ser labrado; pu: ser cortado; hi: cortado en pedazos;","qal: excabar, labrar, (separar), revolver; qal pass: ; ni: ser labrado; pi: ; pu: ser cortado; hit: ; hi: cortado en pedazos; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","excabar, labrar, (separar), revolver","ser labrado",,"ser cortado",,"cortado en pedazos",,,,,,,,,,
,1286,25,2046,"ZKRJH/","זְכַרְיָה ",,,,,", , , ",,"nmpr",,"Zechariah",,,"Mitchel_Sec5.M (26-25)",,"Zacarías","Zacarías",,"done",,,,,,,,,,,,,,,,
,1287,24,5819,"<LJLH/","עֲלִילָה ",,,,,", , , ",,"subs",,"deed",,,"Mitchel_Sec5.M (26-25)",,"obra, acción, hecho","obra, acción, hecho",,"done",,,,,,,,,,,,,,,,
,1288,24,5644,"<WP[","עוף ","i-guttural","ii-waw",,,"i-guttural, ii-waw, , ","i-guttural, ii-waw","verb","hif hit piel qal","fly",,,"Mitchel_Sec5.L (28-27)",,"qal: volar; pi: volar; hit: volar; hif: causar volar; causar dar un vistazo;","qal: volar; pi: volar; hit: volar; hi: causar volar; causar dar un vistazo;","qal: volar; qal pass: ; ni: ; pi: volar; pu: ; hit: volar; hi: causar volar; causar dar un vistazo; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","volar",,"volar",,"volar","causar volar; causar dar un vistazo",,,,,,,,,,
,1289,24,54,">BL==/","אֵבֶל III",,,,,", , , ",,"subs",,"ritual mourning",,,"Mitchel_Sec5.N (24)",,"(ritos de) duelo, luto","(ritos de) duelo, luto",,"done",,,,,,,,,,,,,,,,
,1290,24,329,">JD/","אֵיד ",,,,,", , , ",,"subs",,"disaster",,,"Mitchel_Sec5.N (24)",,"desastre ,calamidad ","desastre ,calamidad ",,"done",,,,,,,,,,,,,,,,
,1291,24,674,">RBH/","אַרְבֶּה I",,,,,", , , ",,"subs",,"locust",,,"Mitchel_Sec5.N (24)",,"langosta","langosta",,"done",,,,,,,,,,,,,,,,
,1292,24,181,">WJ","אֹוי ",,,,,", , , ",,"intj",,"woe",,,"Mitchel_Sec5.N (24)",,"¡Ay!","¡Ay!",,"done",,,,,,,,,,,,,,,,
,1293,24,1255,"BFR[","בשׂר ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hit piel","announce",,,"Mitchel_Sec5.N (24)",,"pi: traer noticias; hit: recibir noticias;","pi: traer noticias; pi: traer noticias; hit: recibir noticias;","pi: traer noticias; qal: ; qal pass: ; ni: ; pi: traer noticias; pu: ; hit: recibir noticias; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","P=3",,,"traer noticias",,"recibir noticias",,,,,,,,,,,
,1294,24,7792,"CKL[","שׁכל ",,,,"regular",", , , regular","regular","verb","hif piel qal","become childless",,,"Mitchel_Sec5.N (24)",,"pi: hacer sin hijos, hacer infertil; tener un aborto (natural), fracasar; qal: convertirse sin hijos, no tener hijos; hif: fracasar, tener un aborto (natural);","pi: hacer sin hijos, hacer infertil; tener un aborto (natural), fracasar; qal: convertirse sin hijos, no tener hijos; pi: hacer sin hijos, hacer infertil; tener un aborto (natural), fracasar; hi: fracasar, tener un aborto (natural);","pi: hacer sin hijos, hacer infertil; tener un aborto (natural), fracasar; qal: convertirse sin hijos, no tener hijos; qal pass: ; ni: ; pi: hacer sin hijos, hacer infertil; tener un aborto (natural), fracasar; pu: ; hit: ; hi: fracasar, tener un aborto (natural); ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","P=3","convertirse sin hijos, no tener hijos",,"hacer sin hijos, hacer infertil; tener un aborto (natural), fracasar",,,"fracasar, tener un aborto (natural)",,,,,,,,,,
,1295,24,7899,"CLCWM/","שִׁלְשֹׁום ",,,,,", , , ",,"subs",,"day before yesterday",,,"Mitchel_Sec5.M (26-25)",,"hace tres días, anteayer","hace tres días, anteayer",,"done",,,,,,,,,,,,,,,,
,1296,24,1404,"GW<[","גוע ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","expire, perish, die",,,"Mitchel_Sec5.N (24)",,"qal: expirar, perecer, morir;","qal: expirar, perecer, morir;","qal: expirar, perecer, morir; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","expirar, perecer, morir",,,,,,,,,,,,,,,
,1297,24,1836,"HWD/","הֹוד I",,,,,", , , ",,"subs",,"splendour, majesty, beauty",,,"Mitchel_Sec5.N (24)",,"majestad, belleza, esplendor, altura","majestad, belleza, esplendor, altura",,"done",,,,,,,,,,,,,,,,
,1298,24,3375,"JTD/","יָתֵד ",,,,,", , , ",,"subs",,"tent-pin, peg",,,"Mitchel_Sec5.N (24)",,"estaca, clavo, estaca de tienda","estaca, clavo, estaca de tienda",,"done",,,,,,,,,,,,,,,,
,1299,24,3040,"JWTM/","יֹותָם ",,,,,", , , ",,"nmpr",,"Jotham",,,"Mitchel_Sec5.N (24)",,"Jotam","Jotam",,"done",,,,,,,,,,,,,,,,
,1300,24,3002,"JWXNN/","יֹוחָנָן ",,,,,", , , ",,"nmpr",,"Johanan",,,"Mitchel_Sec5.N (24)",,"Johanán","Johanán",,"done",,,,,,,,,,,,,,,,
,1301,24,3405,"KBH[","כבה ",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","piel qal","be extinguished, go out",,,"Mitchel_Sec5.N (24)",,"qal: extinguirse, salir, desparecer; pi: extinguir;","qal: extinguirse, salir, desparecer; pi: extinguir;","qal: extinguirse, salir, desparecer; qal pass: ; ni: ; pi: extinguir; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","Q=1","extinguirse, salir, desparecer",,"extinguir",,,,,,,,,,,,,
,1302,24,3679,"KTRT/","כֹּתֶרֶת ",,,,,", , , ",,"subs",,"capital",,,"Mitchel_Sec5.N (24)",,"(columna) capitel","(columna) capitel",,"done",,,,,,,,,,,,,,,,
,1303,24,3803,"LKJC/","לָכִישׁ ",,,,,", , , ",,"nmpr",,"Lachish",,,"Mitchel_Sec5.N (24)",,"Laquis","Laquis",,"done",,,,,,,,,,,,,,,,
,1304,24,4270,"MLWKH/","מְלוּכָה ",,,,,", , , ",,"subs",,"kingship, royalty",,,"Mitchel_Sec5.N (24)",,"monarquía, realeza","monarquía, realeza",,"done",,,,,,,,,,,,,,,,
,1305,24,4274,"MLX/","מֶלַח I",,,,,", , , ",,"subs",,"salt",,,"Mitchel_Sec5.L (28-27)",,"sal","sal",,"done",,,,,,,,,,,,,,,,
,1306,24,4331,"MMLKT/","מַמְלֶכֶת ",,,,,", , , ",,"subs",,"kingdom, dominion, reign",,,,,"reino, dominio, reinado","reino, dominio, reinado",,,,,,,,,,,,,,,,,,
,1307,24,4885,"N>Y[","נאץ ","i-nun","ii-guttural",,,"i-nun, ii-guttural, , ","i-nun, ii-guttural","verb","hit piel qal","contemn",,,"Mitchel_Sec5.N (24)",,"pi: tratar sin respeto; qal: desdeñar, rechazar; poal: ser condenado, estar condenado, ser despreciado;","pi: tratar sin respeto; qal: desdeñar, rechazar; pi: tratar sin respeto; hitpo: ser condenado, estar condenado, ser despreciado;","pi: tratar sin respeto; qal: desdeñar, rechazar; qal pass: ; ni: ; pi: tratar sin respeto; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ser condenado, estar condenado, ser despreciado; poa: ; poe: ;","P=3","desdeñar, rechazar",,"tratar sin respeto",,,,,,,,,,,"ser condenado, estar condenado, ser despreciado",,
