"section","booklet number (frequency+alphabetic)","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","semantic domain","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","meaning fixed","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=1 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN"
,942,37,6110,"<CQ[","עשׁק ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","pual qal","oppress, wrong, extort",,,,"Mitchel_Sec5.G (37-36)",,,"qal: oppress, wrong, extort; pu: be wronged;","qal: oppress, wrong, extort; qal pass: ; ni: ; pi: ; pu: be wronged; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","oppress, wrong, extort",,,"be wronged",,,,,,,,,,,,
,943,37,6114,"<CR/","עֹשֶׁר ",,,,,", , , ",,"subs",,"riches",,,,"Mitchel_Sec5.G (37-36)",,"riches","riches",,"done",,,,,,,,,,,,,,,,
,944,37,782,">CM[","אשׁם ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif nif qal","tresspass, be guilty; expiate guilt",,,,"Mitchel_Sec5.G (37-36)",,,"qal: trespass, be guilty; expiate guilt; ni: bear punishment; hi: punish;","qal: trespass, be guilty; expiate guilt; qal pass: ; ni: bear punishment; pi: ; pu: ; hit: ; hi: punish; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","trespass, be guilty; expiate guilt","bear punishment",,,,"punish",,,,,,,,,,
,945,37,549,">MRH/","אִמְרָה ",,,,,", , , ",,"subs",,"word, saying",,,,"Mitchel_Sec5.G (37-36)",,"word, utterance, saying","word, utterance, saying",,"done",,,,,,,,,,,,,,,,
,946,37,7659,"CW<R/","שֹׁועֵר ",,,,,", , , ",,"subs",,"porter",,,,"Mitchel_Sec5.G (37-36)",,"gatekeeper","gatekeeper",,"done",,,,,,,,,,,,,,,,
,947,37,1322,"GB<WN/","גִּבְעֹון ",,,,,", , , ",,"nmpr",,"Gibeon",,,,"Mitchel_Sec5.G (37-36)",,"Gibeon","Gibeon",,"done",,,,,,,,,,,,,,,,
,948,37,1291,"GBH/","גָּבֹהַּ I",,,,,", , , ",,"adjv",,"high",,,,"Mitchel_Sec5.E (41-40)",,"high","high",,"done",,,,,,,,,,,,,,,,
,949,37,1506,"GML[","גמל ",,,,"regular",", , , regular","regular","verb","nif qal","repay, wean",,,,"Mitchel_Sec5.G (37-36)",,,"qal: finish; ni: be weaned;","qal: finish; qal pass: ; ni: be weaned; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","finish","be weaned",,,,,,,,,,,,,,
,950,37,2970,"JHWJQJM/","יְהֹויָקִים ",,,,,", , , ",,"nmpr",,"Jehoiakim",,,,"Mitchel_Sec5.G (37-36)",,"Jehoiakim","Jehoiakim",,"done",,,,,,,,,,,,,,,,
,951,37,3483,"KKH","כָּכָה ",,,,,", , , ",,"advb",,"thus",,,,"Mitchel_Sec5.H (35-34)",,"so, thus","so, thus",,"done",,,,,,,,,,,,,,,,
,952,37,3439,"KWKB/","כֹּוכָב ",,,,,", , , ",,"subs",,"star",,,,"Mitchel_Sec5.G (37-36)",,"star","star",,"done",,,,,,,,,,,,,,,,
,953,37,3836,"LQV[","לקט ",,,,"regular",", , , regular","regular","verb","hit piel pual qal","gather, pick up",,,,"Mitchel_Sec5.G (37-36)",,,"qal: gather, pick up; pi: gather (up), glean; pu: be picked up; hit: gather;","qal: gather, pick up; qal pass: ; ni: ; pi: gather (up), glean; pu: be picked up; hit: gather; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","gather, pick up",,"gather (up), glean","be picked up","gather",,,,,,,,,,,
,954,37,3889,"MBYR/","מִבְצָר I",,,,,", , , ",,"subs",,"fortification",,,,"Mitchel_Sec5.G (37-36)",,"fortress, fortified city","fortress, fortified city",,"done",,,,,,,,,,,,,,,,
,955,37,4628,"MR/","מַר I",,,,,", , , ",,"adjv",,"bitter",,,,"Mitchel_Sec5.F (39-38)",,"bitter (adj); bitterly (adv)","bitter (adj); bitterly (adv)",,"done",,,,,,,,,,,,,,,,
,956,37,6346,"P<L/","פֹּעַל ",,,,,", , , ",,"subs",,"deed; activity; reward",,,,"Mitchel_Sec5.F (39-38)",,"deed, work; reward","deed, work; reward",,"done",,,,,,,,,,,,,,,,
,957,37,6273,"PLGC/","פִּלֶגֶשׁ ",,,,,", , , ",,"subs",,"concubine",,,,"Mitchel_Sec5.G (37-36)",,"concubine","concubine",,"done",,,,,,,,,,,,,,,,
,958,37,7035,"QRX==/","קֹרַח III",,,,,", , , ",,"nmpr",,"Korah",,,,"Mitchel_Sec5.G (37-36)",,"Korah","Korah",,"done",,,,,,,,,,,,,,,,
,959,37,5361,"SJXWN/","סִיחֹון ",,,,,", , , ",,"nmpr",,"Sihon",,,,"Mitchel_Sec5.G (37-36)",,"Sihon","Sihon",,"done",,,,,,,,,,,,,,,,
,960,37,2521,"XSH[","חסה ","i-guttural",,"iii-hey",,"i-guttural, , iii-hey, ","i-guttural, iii-hey","verb","qal","seek refuge",,,,"Mitchel_Sec5.G (37-36)",,,"qal: seek refuge;","qal: seek refuge; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","seek refuge",,,,,,,,,,,,,,,
,961,37,6713,"YPH[","צפה I",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","piel qal","look out, keep watch, lie in ambush",,,,"Mitchel_Sec5.G (37-36)",,,"qal: keep guard, watch; pi: look closely;","qal: keep guard, watch; qal pass: ; ni: ; pi: look closely; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","keep guard, watch",,"look closely",,,,,,,,,,,,,
,962,36,5909,"<NJ=/","עֳנִי II",,,,,", , , ",,"subs",,"affliction, poverty",,,,"Mitchel_Sec5.G (37-36)",,"misery, affliction, poverty","misery, affliction, poverty",,"done",,,,,,,,,,,,,,,,
,963,36,58,">BL[","אבל I","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif hit qal","mourn",,,,"Mitchel_Sec5.F (39-38)",,,"qal: mourn; hit: mourn; hi: cause to mourn;","qal: mourn; qal pass: ; ni: ; pi: ; pu: ; hit: mourn; hi: cause to mourn; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","mourn",,,,"mourn","cause to mourn",,,,,,,,,,
,964,36,153,">HBH/","אֲהָבָה ",,,,,", , , ",,"subs",,"love",,,,"Mitchel_Sec5.E (41-40)",,"love","love",,"done",,,,,,,,,,,,,,,,
,965,36,323,">J/","אִי I",,,,,", , , ",,"subs",,"coast, island",,,,"Mitchel_Sec5.G (37-36)",,"coast, island, region","coast, island, region",,"done",,,,,,,,,,,,,,,,
,966,36,406,">LH=/","אָלָה II",,,,,", , , ",,"subs",,"curse; oath",,,,"Mitchel_Sec5.G (37-36)",,"curse; oath","curse; oath",,"done",,,,,,,,,,,,,,,,
,967,36,217,">WRJH/","אוּרִיָּה ",,,,,", , , ",,"nmpr",,"Uriah",,,,"Mitchel_Sec5.G (37-36)",,"Uriah","Uriah",,"done",,,,,,,,,,,,,,,,
,968,36,7713,"FXQ[","שׂחק ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","hif piel qal","play; laugh",,,,"Mitchel_Sec5.G (37-36)",,,"qal: play; laugh; pi: play, jest; hi: mock;","qal: play; laugh; qal pass: ; ni: ; pi: play, jest; pu: ; hit: ; hi: mock; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","play; laugh",,"play, jest",,,"mock",,,,,,,,,,
,969,36,3356,"JC</","יֵשַׁע ",,,,,", , , ",,"subs",,"help, rescue, salvation",,,,"Mitchel_Sec5.G (37-36)",,"salvation, liberation, help","salvation, liberation, help",,"done",,,,,,,,,,,,,,,,
,970,36,3492,"KLB=/","כָּלֵב II",,,,,", , , ",,"nmpr",,"Caleb",,,,"Mitchel_Sec5.G (37-36)",,"Caleb","Caleb",,"done",,,,,,,,,,,,,,,,
,971,36,3545,"KN<[","כנע ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hif nif","be subdued, humbled, humble oneself",,,,"Mitchel_Sec5.G (37-36)",,,"ni: be subdued, humbled, humble oneself; hi: be subdued, be humbled, humble oneself;","qal: ; qal pass: ; ni: be subdued, humbled, humble oneself; pi: ; pu: ; hit: ; hi: be subdued, be humbled, humble oneself; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,"be subdued, humbled, humble oneself",,,,"be subdued, be humbled, humble oneself",,,,,,,,,,
,972,36,3644,"KR<[","כרע ",,"ii-guttural","iii-guttural",,", ii-guttural, iii-guttural, ","ii-guttural, iii-guttural","verb","hif qal","bow down, kneel, break down",,,,"Mitchel_Sec5.G (37-36)",,,"qal: bend the knee, kneel; hi: cause to bow down, cause to kneel;","qal: bend the knee, kneel; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: cause to bow down, cause to kneel; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","bend the knee, kneel",,,,,"cause to bow down, cause to kneel",,,,,,,,,,
,973,36,4477,"M<L[","מעל ",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","qal","act treacherously, be unfaithful",,,,"Mitchel_Sec5.H (35-34)",,,"qal: be unfaithful, act treacherously;","qal: be unfaithful, act treacherously; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","be unfaithful, act treacherously",,,,,,,,,,,,,,,
,974,36,4779,"MCK[","משׁך ",,,,"regular",", , , regular","regular","verb","nif pual qal","draw, drag",,,,"Mitchel_Sec5.G (37-36)",,,"qal: seize, pull; ni: be prolonged, postponed; pu: be long drawn out;","qal: seize, pull; qal pass: ; ni: be prolonged, postponed; pi: ; pu: be long drawn out; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","seize, pull","be prolonged, postponed",,"be long drawn out",,,,,,,,,,,,
,975,36,4001,"MWL/","מוּל ",,,,,", , , ",,"subs",,"front; in front of",,,,"Mitchel_Sec5.G (37-36)",,"front (n); front of, towards (as prep)","front (n); front of, towards (as prep)",,"done",,,,,,,,,,,,,,,,
,976,36,4025,"MWPT/","מֹופֵת ",,,,,", , , ",,"subs",,"sign, token",,,,"Mitchel_Sec5.G (37-36)",,"sign, omen, token","sign, omen, token",,"done",,,,,,,,,,,,,,,,
,977,36,3998,"MWV[","מוט ",,"ii-waw",,,", ii-waw, , ","ii-waw","verb","hif hit nif qal","totter",,,,"Mitchel_Sec5.E (41-40)",,,"qal: waver, reel, totter; ni: be caused to totter; hit: be tottering; hi: cause to totter;","qal: waver, reel, totter; qal pass: ; ni: be caused to totter; pi: ; pu: ; hit: be tottering; hi: cause to totter; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","N=2","waver, reel, totter","be caused to totter",,,"be tottering","cause to totter",,,,,,,,,,
,978,36,5106,"NKR/","נֵכָר I",,,,,", , , ",,"subs",,"that which is foreign",,,,"Mitchel_Sec5.G (37-36)",,"foreign land","foreign land",,"done",,,,,,,,,,,,,,,,
,979,36,5122,"NSH[","נסה ","i-nun",,"iii-hey",,"i-nun, , iii-hey, ","i-nun, iii-hey","verb","piel","try, test",,,,"Mitchel_Sec5.G (37-36)",,,"pi: try, test;","qal: ; qal pass: ; ni: ; pi: try, test; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"try, test",,,,,,,,,,,,,
,980,36,7081,"QCH/","קָשֶׁה ",,,,,", , , ",,"adjv",,"hard, harsh, severe, difficult",,,,"Mitchel_Sec5.G (37-36)",,"hard, harsh, severe, difficult","hard, harsh, severe, difficult",,"done",,,,,,,,,,,,,,,,
,981,36,8261,"TBL/","תֵּבֵל I",,,,,", , , ",,"subs",,"world",,,,"Mitchel_Sec5.G (37-36)",,"continent","continent",,"done",,,,,,,,,,,,,,,,
,982,36,8278,"THWM/","תְּהֹום ",,,,,", , , ",,"subs",,"primeaval ocean",,,,"Mitchel_Sec5.G (37-36)",,"deep, ocean depths","deep, ocean depths",,"done",,,,,,,,,,,,,,,,
,983,36,8497,"TRW<H/","תְּרוּעָה ",,,,,", , , ",,"subs",,"shouting; signal",,,,"Mitchel_Sec5.G (37-36)",,"shout (of alarm, joy)","shout (of alarm, joy)",,"done",,,,,,,,,,,,,,,,
,984,36,2837,"VM>H/","טֻמְאָה ",,,,,", , , ",,"subs",,"uncleanness",,,,"Mitchel_Sec5.G (37-36)",,"uncleanness","uncleanness",,"done",,,,,,,,,,,,,,,,
,985,36,2470,"XMT=/","חֲמָת II",,,,,", , , ",,"nmpr",,"Hamath",,,,"Mitchel_Sec5.G (37-36)",,"Hamath","Hamath",,"done",,,,,,,,,,,,,,,,
,986,36,2616,"XRB[","חרב I","i-guttural","ii-guttural",,,"i-guttural, ii-guttural, , ","i-guttural, ii-guttural","verb","hif hof nif pual qal","be dried up; be desolate",,,,"Mitchel_Sec5.G (37-36)",,,"qal: be dry; ni: be desolated; pu: be dried up; hi: dry up; make desolate; ho: be laid desolate;","qal: be dry; qal pass: ; ni: be desolated; pi: ; pu: be dried up; hit: ; hi: dry up; make desolate; ho: be laid desolate; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","be dry","be desolated",,"be dried up",,"dry up; make desolate","be laid desolate",,,,,,,,,
,987,35,5558,"<GL/","עֵגֶל I",,,,,", , , ",,"subs",,"young bull",,,,"Mitchel_Sec5.H (35-34)",,"(bull-) calf","(bull-) calf",,"done",,,,,,,,,,,,,,,,
,988,35,6065,"<RL/","עָרֵל ",,,,,", , , ",,"adjv",,"uncircumcised",,,,"Mitchel_Sec5.H (35-34)",,"uncircumcised","uncircumcised",,"done",,,,,,,,,,,,,,,,
,989,35,709,">RJ/","אֲרִי I",,,,,", , , ",,"subs",,"lion",,,,"Mitchel_Sec4.C (85-79)",,"lion","lion",,"done",,,,,,,,,,,,,,,,
,990,35,204,">WPN/","אֹופַן ",,,,,", , , ",,"subs",,"wheel",,,,"Mitchel_Sec5.H (35-34)",,"wheel","wheel",,"done",,,,,,,,,,,,,,,,
,991,35,7534,"CB<==/","שֶׁבַע III",,,,,", , , ",,"nmpr",,"Sheba",,,,"Mitchel_Sec5.H (35-34)",,"Sheba","Sheba",,"done",,,,,,,,,,,,,,,,
,992,35,1575,"GCM/","גֶּשֶׁם I",,,,,", , , ",,"subs",,"rain",,,,"Mitchel_Sec5.H (35-34)",,"rain","rain",,"done",,,,,,,,,,,,,,,,
,993,35,3360,"JC<JHW/","יְשַׁעְיָהוּ ",,,,,", , , ",,"nmpr",,"Isaiah",,,,"Mitchel_Sec5.H (35-34)",,"Isaiah","Isaiah",,"done",,,,,,,,,,,,,,,,
,994,35,3248,"JQR/","יָקָר I",,,,,", , , ",,"adjv",,"precious, noble, rare",,,,"Mitchel_Sec5.G (37-36)",,"rare, costly; noble","rare, costly; noble",,"done",,,,,,,,,,,,,,,,
,995,35,4447,"M<WZ/","מָעֹוז ",,,,,", , , ",,"subs",,"mountain-fort, stronghold",,,,"Mitchel_Sec5.G (37-36)",,"fortress","fortress",,"done",,,,,,,,,,,,,,,,
,996,35,4812,"MCNH/","מִשְׁנֶה ",,,,,", , , ",,"subs",,"second, double; copy; <part of Jerusalem>",,,,"Mitchel_Sec5.H (35-34)",,"second, double; copy; part of Jerusalem","second, double; copy; part of Jerusalem",,"done",,,,,,,,,,,,,,,,
,997,35,4295,"MLKH/","מַלְכָּה I",,,,,", , , ",,"subs",,"queen",,,,"Mitchel_Sec5.H (35-34)",,"queen","queen",,"done",,,,,,,,,,,,,,,,
,998,35,5218,"NQM[","נקם ","i-nun",,,,"i-nun, , , ","i-nun","verb","hit hof nif piel qal","avenge, take vengeance",,,,"Mitchel_Sec5.H (35-34)",,,"qal: avenge, take vengeance; ni: be avenged, avenge oneself; pi: avenge; hit: avenge oneself; ho: be avenged;","qal: avenge, take vengeance; qal pass: ; ni: be avenged, avenge oneself; pi: avenge; pu: ; hit: avenge oneself; hi: ; ho: be avenged; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","avenge, take vengeance","be avenged, avenge oneself","avenge",,"avenge oneself",,"be avenged",,,,,,,,,
,999,35,7292,"RMH==/","רָמָה III",,,,,", , , ",,"nmpr",,"Ramah",,,,"Mitchel_Sec4.I (57-55)",,"Ramah","Ramah",,"done",,,,,,,,,,,,,,,,
,1000,35,5365,"SJNJ=/","סִינַי II",,,,,", , , ",,"nmpr",,"Sinai",,,,"Mitchel_Sec5.H (35-34)",,"Sinai","Sinai",,"done",,,,,,,,,,,,,,,,
,1001,35,5503,"STR/","סֵתֶר ",,,,,", , , ",,"subs",,"hiding-place; secrecy",,,,"Mitchel_Sec5.H (35-34)",,"hiding place; garment","hiding place; garment",,"done",,,,,,,,,,,,,,,,
,1002,35,2695,"XRC/","חָרָשׁ I",,,,,", , , ",,"subs",,"craftsman, artisan",,,,"Mitchel_Sec5.F (39-38)",,"craftsman, artisan","craftsman, artisan",,"done",,,,,,,,,,,,,,,,
,1003,35,2271,"XZWN/","חָזֹון ",,,,,", , , ",,"subs",,"vision",,,,"Mitchel_Sec5.H (35-34)",,"vision","vision",,"done",,,,,,,,,,,,,,,,
,1004,35,6778,"YR<T/","צָרַעַת ",,,,,", , , ",,"subs",,"skin-disease",,,,"Mitchel_Sec5.H (35-34)",,"skin-disease","skin-disease",,"done",,,,,,,,,,,,,,,,
,1005,34,5543,"<BRH=/","עֶבְרָה II",,,,,", , , ",,"subs",,"overflow; fury",,,,"Mitchel_Sec5.H (35-34)",,"arrogance","arrogance",,"done",,,,,,,,,,,,,,,,
,1006,34,5544,"<BRJ/","עִבְרִי I",,,,,", , , ",,"adjv",,"Hebrew",,,,"Mitchel_Sec5.H (35-34)",,"Hebrew","Hebrew",,"done",,,,,,,,,,,,,,,,
,1007,34,723,">RK[","ארך ","i-guttural","ii-guttural",,,"i-guttural, ii-guttural, , ","i-guttural, ii-guttural","verb","hif qal","be long",,,,"Mitchel_Sec5.H (35-34)",,,"qal: be long; hi: lengthen; prove to be long;","qal: be long; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: lengthen; prove to be long; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","be long",,,,,"lengthen; prove to be long",,,,,,,,,,
,1008,34,821,">TWN/","אָתֹון ",,,,,", , , ",,"subs",,"she-ass",,,,"Mitchel_Sec5.H (35-34)",,"she-ass","she-ass",,"done",,,,,,,,,,,,,,,,
,1009,34,7963,"CM<JH/","שְׁמַעְיָה ",,,,,", , , ",,"nmpr",,"Shemaiah",,,,"Mitchel_Sec5.H (35-34)",,"Shemaiah","Shemaiah",,"done",,,,,,,,,,,,,,,,
,1010,34,8051,"F<RH/","שְׂעֹרָה I",,,,,", , , ",,"subs",,"barley",,,,"Mitchel_Sec5.H (35-34)",,"barley","barley",,"done",,,,,,,,,,,,,,,,
,1011,34,1321,"GB<H=/","גִּבְעָה II",,,,,", , , ",,"nmpr",,"Gibeah",,,,,,"Gibeah","Gibeah",,,,,,,,,,,,,,,,,,
,1012,34,1295,"GBH[","גָּבַהּ ",,,,"regular",", , , regular","regular","verb","hif qal","be high",,,,"Mitchel_Sec4.E (74-71)",,,"qal: be high; hi: make high;","qal: be high; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: make high; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","be high",,,,,"make high",,,,,,,,,,
,1013,34,1560,"GRN/","גֹּרֶן ",,,,,", , , ",,"subs",,"threshing-floor",,,,"Mitchel_Sec5.H (35-34)",,"threshing-floor","threshing-floor",,"done",,,,,,,,,,,,,,,,
,1014,34,1894,"HMH[","המה ","i-guttural",,"iii-hey",,"i-guttural, , iii-hey, ","i-guttural, iii-hey","verb","qal","make a noise",,,,"Mitchel_Sec5.H (35-34)",,,"qal: make noise, roar;","qal: make noise, roar; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","make noise, roar",,,,,,,,,,,,,,,
,1015,34,2954,"JHB[","יהב ","i-waw","ii-guttural",,,"i-waw, ii-guttural, , ","i-waw, ii-guttural","verb","qal","give; give, go on",,,,"Mitchel_Sec5.H (35-34)",,,"qal: give (impv), come on (interj);","qal: give (impv), come on (interj); qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","give (impv), come on (interj)",,,,,,,,,,,,,,,
,1016,34,3294,"JRK/","יָרֵךְ ",,,,,", , , ",,"subs",,"upper thigh, hip, side",,,,"Mitchel_Sec5.H (35-34)",,"upper thigh, hip, side","upper thigh, hip, side",,"done",,,,,,,,,,,,,,,,
,1017,34,3494,"KLH/","כַּלָּה I",,,,,", , , ",,"subs",,"bride, daughter-in-law",,,,"Mitchel_Sec5.H (35-34)",,"bride, daughter-in-law","bride, daughter-in-law",,"done",,,,,,,,,,,,,,,,
,1018,34,3687,"L>H/","לֵאָה ",,,,,", , , ",,"nmpr",,"Leah",,,,"Mitchel_Sec5.H (35-34)",,"Leah","Leah",,"done",,,,,,,,,,,,,,,,
,1019,34,4095,"MXH[","מחה I",,"ii-guttural","iii-hey",,", ii-guttural, iii-hey, ","ii-guttural, iii-hey","verb","hif nif qal","wipe out, blot out, exterminate",,,,"Mitchel_Sec5.H (35-34)",,,"qal: wipe off; wipe out; ni: be wiped out, be blotted out, be exterminated; hi: get blotted out;","qal: wipe off; wipe out; qal pass: ; ni: be wiped out, be blotted out, be exterminated; pi: ; pu: ; hit: ; hi: get blotted out; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","wipe off; wipe out","be wiped out, be blotted out, be exterminated",,,,"get blotted out",,,,,,,,,,
,1020,34,5002,"NWP[","נוף I","i-nun","ii-waw",,,"i-nun, ii-waw, , ","i-nun, ii-waw","verb","hif hof piel","move to and fro, wave, present the wave-offering",,,,"Mitchel_Sec5.G (37-36)",,,"pi: wave (the hand); hi: move to and fro, wave, present the wave-offering; ho: be presented by waving;","qal: ; qal pass: ; ni: ; pi: wave (the hand); pu: ; hit: ; hi: move to and fro, wave, present the wave-offering; ho: be presented by waving; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,"wave (the hand)",,,"move to and fro, wave, present the wave-offering","be presented by waving",,,,,,,,,
,1021,34,6407,"PRX[","פרח I",,"ii-guttural","iii-guttural",,", ii-guttural, iii-guttural, ","ii-guttural, iii-guttural","verb","hif qal","sprout; blossom; break out",,,,"Mitchel_Sec5.I (33-32)",,,"qal: sprout; blossom; break out; hi: cause to sprout, to blossom;","qal: sprout; blossom; break out; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: cause to sprout, to blossom; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","sprout; blossom; break out",,,,,"cause to sprout, to blossom",,,,,,,,,,
,1022,34,6959,"QN>[","קנא ",,,"iii-aleph",,", , iii-aleph, ","iii-aleph","verb","hif piel","be jealous; be zealous; make jealous, angry",,,,"Mitchel_Sec5.H (35-34)",,,"pi: be envious of; arouse jealousy; hi: make jealous, angry;","qal: ; qal pass: ; ni: ; pi: be envious of; arouse jealousy; pu: ; hit: ; hi: make jealous, angry; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"be envious of; arouse jealousy",,,"make jealous, angry",,,,,,,,,,
,1023,34,7008,"QYP[","קצף ",,,,"regular",", , , regular","regular","verb","hif hit qal","be angry",,,,"Mitchel_Sec5.H (35-34)",,,"qal: be angry; hit: put oneself in a rage; hi: make angry;","qal: be angry; qal pass: ; ni: ; pi: ; pu: ; hit: put oneself in a rage; hi: make angry; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","be angry",,,,"put oneself in a rage","make angry",,,,,,,,,,
,1024,34,7013,"QYR=[","קצר II",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","qal","harvest",,,,"Mitchel_Sec5.H (35-34)",,,"qal: reap, harvest;","qal: reap, harvest; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","reap, harvest",,,,,,,,,,,,,,,
,1025,34,7122,"RB==/","רַב III",,,,,", , , ",,"subs",,"chief",,,,"Mitchel_Sec5.H (35-34)",,"chief; great (adj)","chief; great (adj)",,"done",,,,,,,,,,,,,,,,
,1026,34,7448,"RC<[","רשׁע ","i-guttural",,"iii-guttural",,"i-guttural, , iii-guttural, ","i-guttural, iii-guttural","verb","hif qal","be, become guilty",,,,"Mitchel_Sec5.H (35-34)",,,"qal: be, become guilty; hi: act guiltily; declare guilty;","qal: be, become guilty; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: act guiltily; declare guilty; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","be, become guilty",,,,,"act guiltily; declare guilty",,,,,,,,,,
,1027,34,8523,"TCW<H/","תְּשׁוּעָה ",,,,,", , , ",,"subs",,"help, salvation",,,,"Mitchel_Sec5.H (35-34)",,"help, salvation","help, salvation",,"done",,,,,,,,,,,,,,,,
,1028,34,2141,"XB>[","חבא ","i-guttural",,"iii-aleph",,"i-guttural, , iii-aleph, ","i-guttural, iii-aleph","verb","hif hit hof nif pual","hide oneself, be hidden",,,,"Mitchel_Sec5.H (35-34)",,,"ni: hide oneself, be hidden; pu: keep oneself hidden; hit: keep oneself hidden; hi: hide oneself, be hidden; ho: be kept hidden;","qal: ; qal pass: ; ni: hide oneself, be hidden; pi: ; pu: keep oneself hidden; hit: keep oneself hidden; hi: hide oneself, be hidden; ho: be kept hidden; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,"hide oneself, be hidden",,"keep oneself hidden","keep oneself hidden","hide oneself, be hidden","be kept hidden",,,,,,,,,
